
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2025;;;;;;;
 8787702821083 ;GO ;VALPARAISO DE GOIAS ;CHACARAS BENVINDA ;RUA F, N. SN, QD 03 CS 36 CHACARA 08 ;146.000,00;146.000,00;0.00;Casa, 0.00 de área total, 50.28 de área privativa, 154.38 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702821083
 8787710917639 ;GO ;VALPARAISO DE GOIAS ;MANSOES RECREIO ESTRELA D'ALVA ;RUA SAO PAULO, N. SN, Apto 104,  - BL 04, LT 17 - QD 01 ;137.800,00;137.800,00;0.00;Apartamento, 0.00 de área total, 46.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710917639
 8787708068026 ;GO ;VALPARAISO DE GOIAS ;CHACARAS SANTA MARIA ;QUADRA 08, N. SN, Apto 102, BL N CHAC 10 RUA 08 ;121.000,00;121.000,00;0.00;Apartamento, 0.00 de área total, 49.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708068026
 8555525472994 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;CHACARA 06, N. SN, QD 09 LT CHACARA 06 CS 21 ;107.933,00;107.933,00;0.00;Casa, 0.00 de área total, 46.96 de área privativa, 92.55 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525472994
 8787702445910 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ; RUA 08, N. SN, Apto 201, QD 08 BL E CH 19/39 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 49.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702445910
 8787703632330 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;RUA 8, N. SN, Apto 216, QD 08 BL F CHACARA 19 PAV SUPERIOR ;127.100,00;127.100,00;0.00;Apartamento, 0.00 de área total, 49.99 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703632330
 8787709304165 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;RUA 8, N. SN, Apto 106, QD 08 BL H CHACARA 41 PAV TERREO ;128.000,00;128.000,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709304165
 8787709967709 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;QUADRA 08, N. 41, Apto 315, CHAC 41 BL B RUA 08 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709967709
 8787710495602 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;QUADRA 08 CHAC 41 RUA  8 N. SN  AP 304 BL D, N. SN, Apto 304, CHAC 41 BL D RUA  8 ;145.800,00;145.800,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710495602
 8787710723702 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;QUADRA 08, N. SN, Apto 324, CH 41, PAV 3, BL A, RUA 8 ;128.000,00;128.000,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710723702
 8787712663375 ;GO ;VALPARAISO DE GOIAS ;CHACARAS BRASIL A ;RUA ESPERANCA, N. SN, CASA 22 QD 01 CH 12 ;131.000,00;131.000,00;0.00;Casa, 0.00 de área total, 60.46 de área privativa, 87.48 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712663375
 8555538777713 ;GO ;VALPARAISO DE GOIAS ;CHACARAS YPIRANGA A ;QUADRA 01, N. SN, Apto 110,  CHAC 02-E BL B ;150.000,00;150.000,00;0.00;Apartamento, 0.00 de área total, 43.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538777713
 8787707510523 ;GO ;VALPARAISO DE GOIAS ;FAZENDA SAIA VELHA ; AV TANCREDO NEVES, N. SN, Apto 401,  BL 03 PAV 04 MOD 21 AREA 4 VG GARAGEM ;145.247,50;145.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707510523
 8444430486090 ;GO ;VALPARAISO DE GOIAS ;PARQUE SANTA RITA DE CASSIA ;RUA 3, N. S/N, Apto 102, PAV TERREO RUA 3 ;166.876,26;166.000,00;0.00;Apartamento, 0.00 de área total, 55.86 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444430486090
 8555507990474 ;GO ;VALPARAISO DE GOIAS ;PARQUE SAO BERNARDO ; QUADRA 28, N. SN, CS 02  LT H ;105.997,88;105.000,00;0.00;Casa, 0.00 de área total, 50.66 de área privativa, 74.50 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555507990474
 8787710288038 ;GO ;VALPARAISO DE GOIAS ;CHACARAS ANHANGUERA ;RUA PARANA, N. SN, Apto 304, PAV 2, BL E, RUA PARANA ;131.271,06;130.000,00;0.00;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.01 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710288038
 8555535926700 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA II ;RUA 8, N. SN, Apto 206, QD 34 LT 01 BL H VG GARAGEM 147 ;147.637,00;146.000,00;0.00;Apartamento, 0.00 de área total, 46.52 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535926700
 8444427676496 ;GO ;VALPARAISO DE GOIAS ;PACAEMBU ;QUADRA 144 LOTE 26, N. SN, CASA 01 ;111.469,48;110.000,00;0.00;Casa, 0.00 de área total, 54.00 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427676496
 8787706283140 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA I ;RUA E, N. SN, Apto 203, BL 04 PAV 02 GLEBA 10 ;151.778,20;149.600,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706283140
 8787701025976 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ;QUADRA 1, N. S/Nº, Apto 11, BL A, GLEBA  A ,  QD 1, CHACARA 02-C, ;120.016,59;118.000,00;0.00;Apartamento, 0.00 de área total, 43.40 de área privativa, 4058.39 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701025976
 8787712420081 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ;RUA 12, N. SN, Apto 101, BL N LT 05 DESMEMBRADO AREA 03 ;134.359,34;132.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712420081
 8787708920741 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ; RUA MARAJOARA, N. SN, Apto 02, BL J, CH 16 , QD 02 ;134.546,42;132.000,00;0.00;Apartamento, 0.00 de área total, 47.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708920741
 8787706953278 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ; AVENIDA ANHANGUERA, N. SN, Apto 201,  PAV 2 BL B ;126.642,46;124.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706953278
 8787710746044 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;QUADRA 08, N. 41, Apto 312, CHAC 41 BL D RUA 08 ;126.852,76;124.000,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710746044
 8787710599971 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;RUA 8, N. SN, Apto 213, QD 08 BL G CHÁCARA 41 PAV 02 ;126.881,31;124.000,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710599971
 8555521873005 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA II ; QUADRA 4, N. S/N, Apto 203, BL B LT 1 ;130.126,46;127.000,00;0.00;Apartamento, 0.00 de área total, 43.30 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521873005
 8444406706116 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA II ;RUA 21, N. SN, Apto 110, LT 01, QD 32, VAGA DE GARAGEM 363, BL ;147.561,92;144.000,00;0.00;Apartamento, 0.00 de área total, 42.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406706116
 8787712724773 ;GO ;VALPARAISO DE GOIAS ;CHACARAS YPIRANGA A ;QUADRA 01, N. S/N, Apto 202, CHAC 07-N BL H ;135.375,01;131.733,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712724773
 8787705150600 ;GO ;VALPARAISO DE GOIAS ;Pq. Esplanada I ;QUADRAS D, H, N. SN, Apto 507, GLEBA 10 BL 02 RUA E - END. ENTREGA ST ;154.521,48;150.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705150600
 8444408052172 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA C ;QUADRA 9, N. SN, Apto 02, BL A08 CHACARA 08 ;107.334,07;104.000,00;0.00;Apartamento, 0.00 de área total, 42.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408052172
 8787711745610 ;GO ;VALPARAISO DE GOIAS ;FAZENDA TAVEIRA ;GLEBA A2, N. SN, Apto 101, BL 30, VIA DE ACESSO ;129.223,81;125.000,00;0.00;Apartamento, 0.00 de área total, 48.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711745610
 8444406674320 ;GO ;VALPARAISO DE GOIAS ;PACAEMBU ;LOTE 15 QD 117 RUA 53, N. SN, CS 03 ;119.395,97;115.000,00;0.00;Casa, 0.00 de área total, 55.92 de área privativa, 89.25 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406674320
 8787710566976 ;GO ;VALPARAISO DE GOIAS ;FAZ TAVEIRA ; VIA DE ACESSO E GROTA SECA, N. SN, Apto 104, PAV TERREO BL 33 GL A1 ;130.001,34;125.000,00;0.00;Apartamento, 0.00 de área total, 48.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710566976
 8787708857969 ;GO ;VALPARAISO DE GOIAS ;CHACARAS YPIRANGA ; RUA MARAJOARA, N. SN, Apto 201, QD 02 PAV 2 BL L CHACARA 16 ;133.125,67;128.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708857969
 8787709727651 ;GO ;VALPARAISO DE GOIAS ;CHACARAS SAIA VELHA ;RUA 1, N. ., Apto 301, BL 06, ÁREA 4, MÓD 21, GLEBA E, AV TAN ;145.710,56;140.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709727651
 8787705823222 ;GO ;VALPARAISO DE GOIAS ;CHACARAS IPANEMA ;RUA PEDRO II, N. SN, Apto 201, BL 25 PAV SUPERIOR ;119.098,24;114.000,00;0.00;Apartamento, 0.00 de área total, 45.35 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705823222
 8787711572341 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ;RUA 12, N. SN, Apto 201, LT 06 BL M PAV 2 ;134.646,80;128.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711572341
 8787709289433 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ;RUA 12, N. SN, Apto 102, BL D LT 07 PAV 01 ;131.831,04;125.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709289433
 8555521451330 ;GO ;VALPARAISO DE GOIAS ;SETOR DE CHACARAS ANHANGUERA B ;QUADRA QUADRA 40, N. 21, CS 21 MODELO A ;106.915,26;101.000,00;0.00;Casa, 0.00 de área total, 69.02 de área privativa, 131.80 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521451330
 8787708932111 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ; AVENIDA JK, N. SN, Apto 303, PAV 3, BL F ;155.400,01;146.000,00;0.00;Apartamento, 0.00 de área total, 51.08 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708932111
 8787706894727 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ; AV. ANHANGUERA, N. SN, Apto 201, BL B LT 11-E 2º PAV ;126.836,50;118.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706894727
 8787709051836 ;GO ;VALPARAISO DE GOIAS ;CHACARAS SAIA VELHA ;AREA 04 MOD 02, N. SN, Apto 102, BL 02 AVENIDA TANCREDO NEVES - 02 VGS ;148.876,94;138.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709051836
 8787708287798 ;GO ;VALPARAISO DE GOIAS ;FAZENDA SAIA VELHA ; AV TANCREDO NEVES, N. SN, Apto 302, BL 03 ;145.965,93;135.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708287798
 8787707924999 ;GO ;VALPARAISO DE GOIAS ;YPIRANGA ;QUADRA QUADRA 2A, N. 202, Apto 202, BL I , PAV 2 ;133.104,36;123.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707924999
 8787710490058 ;GO ;VALPARAISO DE GOIAS ;FAZENDA TAVEIRA ;VIA DE ACESSO E GROTA SECA, N. S/N, Apto 101, BL 34 PAV TERREO ;130.051,51;120.000,00;0.00;Apartamento, 0.00 de área total, 48.74 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710490058
 8787711895949 ;GO ;VALPARAISO DE GOIAS ;JARDIM CEU AZUL ;RUA 12, N. SN, Apto 101, LT 06 BL L DESMEMBRADO AREA 3 ;134.422,97;124.000,00;0.00;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711895949
 8787703479460 ;GO ;VALPARAISO DE GOIAS ;PARQUE DAS CACHOEIRAS ;CONDOMINIO RESIDENCIAL 10 (CR-10), N. SN, Apto 703, BL A 7º PAV VG 480 ;160.580,01;148.000,00;0.00;Apartamento, 0.00 de área total, 44.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703479460
 1555523187593 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA II ;LOG 22 ARP LT A AREA A, N. SN, Apto 401, BLOCO A ;174.416,52;160.000,00;0.00;Apartamento, 0.00 de área total, 56.04 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555523187593
 8555536245137 ;GO ;VALPARAISO DE GOIAS ;PARQUE ESPLANADA II ; QUADRA 38, N. SN, Apto 303, PV 3 - BL B ;154.827,00;142.000,00;0.00;Apartamento, 0.00 de área total, 42.42 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536245137
 8787710553840 ;GO ;VALPARAISO DE GOIAS ;CHACARAS E MANSOES SANTA MARIA ;RUA 08, N. 41, Apto 105, CH 41 QD 08 BL G PAV TERREO ;126.791,68;115.000,00;0.00;Apartamento, 0.00 de área total, 48.70 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710553840
 8787709428115 ;GO ;VALPARAISO DE GOIAS ;CIDADE JARDINS - ETAPA B ;AREA VERDE 09, N. SN, Apto 402, QD 02 BL B PAV 03 VG GARAGEM 86 QD HAB ;139.000,32;126.000,00;0.00;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709428115
 8787710747253 ;GO ;VALPARAISO DE GOIAS ;FAZENDA SAIA VELHA ;S/N, N. S/N, Apto 203, BL 01, PAV 01 ;150.013,54;135.000,00;0.00;Apartamento, 0.00 de área total, 42.81 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710747253
 8555511674409 ;GO ;VALPARAISO DE GOIAS ;VALPARAISO I - ETAPA C ;QUADRA QUADRA 13, N. SN, CS 9 ;122.240,60;110.000,00;0.00;Casa, 0.00 de área total, 61.08 de área privativa, 87.33 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 2 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555511674409
